Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
quando inter joga,BR,Brazil,Portuguese,Sport Club Internacional (Organization),true,false,false,true,false,false,"People also ask, Video preview, Knowledge panel",500,52,0.01,0,0,31,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-04 18:29:41
notícias futebol brasileiro hoje,BR,Brazil,Portuguese,,false,false,false,true,false,false,"People also ask, Video preview",1500,86,0.01,0,0,42,,https://www.papodebola.com.br/noticias/brasileirao,2026-06-14 09:37:33
jogos de futsal hoje,BR,Brazil,Portuguese,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",600,41,0.09,0,0,38,,https://www.papodebola.com.br/futsal,2026-06-09 16:08:55
palmeiras vai jogar contra quem,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",1900,47,0.02,0,0,27,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-16 04:12:47
jogo fluminense agora,BR,Brazil,Portuguese,Fluminense Football Club (Organization),true,false,false,true,false,false,Video preview,300,56,0.03,0,0,30,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-07 20:47:24
chapecoense fc,BR,Brazil,Portuguese,Chapecoense FC (Organization),true,false,false,true,false,false,"Top stories, Thumbnail, Knowledge panel, Video preview, Image pack",2800,33,0.89,0,0,38,,https://www.papodebola.com.br/futebol/times/chapecoense,2026-06-13 23:53:35
botafogo rj proximos jogos,BR,Brazil,Portuguese,Botafogo de Futebol e Regatas (Organization),true,true,false,true,false,false,"Knowledge panel, People also ask, Video preview",0,29,,0,0,10,,https://www.papodebola.com.br/futebol/times/botafogo/proximos-jogos,2026-06-03 18:31:37
próximos três jogos do botafogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,People also ask,0,27,,0,0,10,,https://www.papodebola.com.br/futebol/times/botafogo/proximos-jogos,2026-06-05 09:23:42
jogo inter hoje onde assistir,BR,Brazil,Portuguese,Inter football match (Event),false,false,false,true,false,false,"People also ask, Video preview",2000,17,0.10,0,0,44,,https://www.papodebola.com.br/futebol/times/internacional/onde-assistir,2026-06-07 08:52:22
internacional joga com quem,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",250,56,,0,0,27,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-04 02:13:40
quando que o fluminense joga,BR,Brazil,Portuguese,Fluminense Football Club (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",400,52,0.01,0,0,37,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-07 09:15:59
palmeiras amanha,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview, Knowledge panel, Image pack",700,39,0.02,0,0,34,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-16 03:57:40
resultado da libertadores hoje,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1300,5,0.02,0,0,37,,https://www.papodebola.com.br/futebol/libertadores,2026-06-12 06:50:55
resultado do inter hoje,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"Featured snippet, People also ask, Video preview",600,43,0.01,0,0,31,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-06 06:49:15
qual canal está passando o jogo do botafogo,BR,Brazil,Portuguese,Botafogo match (Event),false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1300,0,0.02,0,0,44,,https://www.papodebola.com.br/futebol/times/botafogo/onde-assistir,2026-06-08 01:57:59
próximo jogo inter,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"People also ask, Video preview",250,25,0.01,0,0,29,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-08 21:40:02
que hora o inter joga,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"People also ask, Video preview",800,45,0.01,0,0,35,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-04 07:52:17
botafogo joga hoje,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview",28000,59,0.11,0,0,23,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-09 13:29:58
jogo do botafogo resultado,BR,Brazil,Portuguese,Botafogo match (Event),false,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",400,59,0.01,0,0,32,,https://www.papodebola.com.br/futebol/times/botafogo,2026-06-07 08:54:06
onde esta passando jogo do inter,BR,Brazil,Portuguese,jogo do inter (Event),false,false,false,true,false,false,"People also ask, Video preview",600,19,0.16,0,0,40,,https://www.papodebola.com.br/futebol/times/internacional/onde-assistir,2026-06-04 12:02:44
bragantino classificação,BR,Brazil,Portuguese,Red Bull Bragantino (Organization),true,false,false,true,false,false,"Video preview, Knowledge panel, Image pack",7000,19,,0,0,45,,https://www.papodebola.com.br/futebol/times/bragantino,2026-06-10 11:32:19
onde está passando o jogo do inter,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview, Image pack",2200,17,0.08,0,0,47,,https://www.papodebola.com.br/futebol/times/internacional/onde-assistir,2026-06-04 09:00:32
jogo libertadores hoje,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"People also ask, Video preview",11000,31,0.10,0,0,28,,https://www.papodebola.com.br/futebol/libertadores,2026-06-15 01:52:49
assistir o jogo do inter,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"People also ask, Video preview, Bottom ads, Paid sitelinks",800,14,0.02,0,0,24,,https://www.papodebola.com.br/futebol/times/internacional/onde-assistir,2026-06-07 18:06:11
palmeiras partidas,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"Video preview, Image pack",1700,62,0.01,0,0,39,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-11 18:49:29
esports,BR,Brazil,Portuguese,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Top stories, Video preview",2900,14,0.43,0,0,30,,https://www.papodebola.com.br/esports,2026-06-16 04:21:57
escalação do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, Image pack, People also ask, Top stories, Video preview",18000,12,0.03,0,0,21,,https://www.papodebola.com.br/futebol/times/palmeiras/escalacao,2026-06-15 19:45:23
onde assistir o inter,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview, Bottom ads",700,13,0.10,0,0,43,,https://www.papodebola.com.br/futebol/times/internacional/onde-assistir,2026-06-13 18:56:24
qual o canal que vai passar o jogo do botafogo,BR,Brazil,Portuguese,Botafogo match (Event),false,false,false,true,false,false,"AI Overview, People also ask, Video preview",1100,1,0.01,0,0,46,,https://www.papodebola.com.br/futebol/times/botafogo/onde-assistir,2026-06-03 18:26:12
futebol hoje onde assistir,BR,Brazil,Portuguese,,false,false,false,true,false,false,"Top stories, Thumbnail, People also ask, Video preview",2600,62,0.10,0,0,50,,https://www.papodebola.com.br/futebol/onde-assistir,2026-06-12 04:12:35
como foi o jogo do fluminense hoje,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",20,52,,0,0,28,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-06 20:10:57
jogo libertadores,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"People also ask, Video preview, Knowledge panel",1600,43,0.08,0,0,29,,https://www.papodebola.com.br/futebol/libertadores,2026-06-15 22:29:41
horário jogo fluminense,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"People also ask, Video preview, Knowledge panel",30,23,0.01,0,0,20,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-04 16:59:42
libertadores hoje,BR,Brazil,Portuguese,CONMEBOL Libertadores (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Image pack, Video preview",147000,50,0.29,0,0,22,,https://www.papodebola.com.br/futebol/libertadores,2026-06-12 11:54:04
quanto tá o fluminense,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",1400,51,,0,0,48,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-04 10:46:26
rodada da série b de hoje,BR,Brazil,Portuguese,Brazilian Serie B (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",2100,25,0.15,0,0,45,,https://www.papodebola.com.br/futebol/brasileirao-serie-b,2026-06-04 22:08:28
jogos da libertadores hoje,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",15000,31,0.40,0,0,26,,https://www.papodebola.com.br/futebol/libertadores,2026-06-11 08:35:00
campeonato brasileiro série b,JP,Japan,Portuguese,"Brazilian Football Championship Serie B (Event), Serie B (Event)",true,false,false,true,false,false,"Top stories, Thumbnail, Knowledge panel, Video preview",800,37,,0,0,46,,https://www.papodebola.com.br/futebol/brasileirao-serie-b,2026-06-04 21:51:32
de quanto tá o jogo do vasco,BR,Brazil,Portuguese,Vasco da Gama (Organization),true,false,false,true,false,false,"People also ask, Video preview, Knowledge panel, Image pack",800,39,,0,0,38,,https://www.papodebola.com.br/futebol/times/vasco,2026-06-14 15:56:17
placar cruzeiro,BR,Brazil,Portuguese,Cruzeiro (Organization),true,false,false,true,false,false,"People also ask, Video preview",6200,42,0.01,0,0,30,,https://www.papodebola.com.br/futebol/times/cruzeiro,2026-06-12 01:48:23
palmeiras escalação,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview, Image pack",7100,6,0.30,0,0,20,,https://www.papodebola.com.br/futebol/times/palmeiras/escalacao,2026-06-14 19:57:17
últimos jogos do botafogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview",1300,58,0.10,0,0,43,,https://www.papodebola.com.br/futebol/times/botafogo,2026-06-07 20:51:57
resultado de hoje da série b,BR,Brazil,Portuguese,Brazilian Serie B (Event),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",800,39,0.02,0,0,43,,https://www.papodebola.com.br/futebol/brasileirao-serie-b,2026-06-09 00:47:12
jogos de brasileirão série b,ES,Spain,Portuguese,Brazilian Serie B (Event),true,false,false,true,false,false,"Video preview, Knowledge panel",50,26,,0,0,36,,https://www.papodebola.com.br/futebol/brasileirao-serie-b,2026-06-09 12:59:39
libertadores jogos de hoje,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,People also ask,2600,18,0.15,0,0,23,,https://www.papodebola.com.br/futebol/libertadores,2026-06-12 18:55:41
escalação palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview, Image pack, Knowledge panel",14000,16,0.22,0,0,18,,https://www.papodebola.com.br/futebol/times/palmeiras/escalacao,2026-06-15 11:58:13
transmissão do jogo do botafogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview, Bottom ads",450,20,0.18,0,0,47,,https://www.papodebola.com.br/futebol/times/botafogo/onde-assistir,2026-06-06 20:12:01
botafogo hj,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview, Image pack",4000,0,0.02,0,0,16,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-16 09:18:16
quanto ta o jogo do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview, Knowledge panel",1500,60,0.02,0,0,32,,https://www.papodebola.com.br/futebol/times/palmeiras,2026-06-07 09:50:29
botafogo jogos,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"Knowledge panel, Top stories, Thumbnail, Video preview",8900,62,0.03,0,0,27,,https://www.papodebola.com.br/futebol/times/botafogo,2026-06-16 01:49:14
sport club internacional onde assistir,BR,Brazil,Portuguese,Sport Club Internacional (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview, Image pack",700,12,0.10,0,0,52,,https://www.papodebola.com.br/futebol/times/internacional/onde-assistir,2026-06-05 17:57:33
próximos jogos do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",19000,24,0.02,0,0,16,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-16 10:38:35
hora do jogo do palmeiras hoje,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"Featured snippet, People also ask, Video preview",1200,35,0.02,0,0,24,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-13 13:37:32
rodada do brasileiro série b,BR,Brazil,Portuguese,Brazilian Serie B (Event),true,false,false,true,false,false,"Top stories, Thumbnail, Video preview",500,36,0.06,0,0,48,,https://www.papodebola.com.br/futebol/brasileirao-serie-b,2026-06-10 05:30:14
jogo do botafogo hj,BR,Brazil,Portuguese,Botafogo match (Event),false,false,false,true,false,false,"Featured snippet, People also ask, Top stories, Thumbnail, Video preview",800,55,0.11,0,0,28,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-12 22:17:26
horario jogo palmeiras hoje,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",1900,15,0.01,0,0,18,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-14 07:16:04
jogos hoje libertadores,BR,Brazil,Portuguese,CONMEBOL Libertadores (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",4800,16,0.10,0,0,29,,https://www.papodebola.com.br/futebol/libertadores,2026-06-12 02:18:58
nba classificacao,BR,Brazil,Portuguese,NBA (Organization),true,false,false,true,false,false,"Sitelinks, People also ask, Video preview",200,26,0.01,0,0,25,,https://www.papodebola.com.br/basquete,2026-06-05 16:59:53
o palmeiras joga hoje,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Top stories, Video preview",8300,53,0.08,0,0,25,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-15 15:58:07
resultado da libertadores,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"Knowledge panel, Video preview",6700,19,0.01,0,0,33,,https://www.papodebola.com.br/futebol/libertadores,2026-06-14 20:32:10
jogo do internacional hoje ao vivo,BR,Brazil,Portuguese,Internacional match (Event),false,false,false,true,false,false,"People also ask, Video preview",7600,36,0.02,0,0,23,,https://www.papodebola.com.br/futebol/times/internacional/onde-assistir,2026-06-12 19:42:54
classificação fluminense,BR,Brazil,Portuguese,Fluminense Football Club (Organization),true,false,false,true,false,false,"People also ask, Video preview, Knowledge panel, Image pack",30,38,0.01,0,0,46,,https://www.papodebola.com.br/futebol/times/fluminense,2026-06-08 12:13:21
palmeiras proximo jogo,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",9500,24,0.02,0,0,19,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-16 08:48:16
jogos da libertadores,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"Knowledge panel, Video preview, Image pack",7300,55,0.23,0,0,29,,https://www.papodebola.com.br/futebol/libertadores,2026-06-14 19:18:10
qual o canal que vai passar o jogo do inter hoje,BR,Brazil,Portuguese,Inter match (Event),false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",0,12,,0,0,38,,https://www.papodebola.com.br/futebol/times/internacional/onde-assistir,2026-06-03 16:48:52
tabela palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"Image pack, Video preview, Knowledge panel",900,47,0.02,0,0,27,,https://www.papodebola.com.br/futebol/times/palmeiras,2026-06-12 05:09:51
escalacao do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, Image pack, People also ask, Video preview",1600,6,0.03,0,0,20,,https://www.papodebola.com.br/futebol/times/palmeiras/escalacao,2026-06-13 06:39:46
jogo do fluminense hj,BR,Brazil,Portuguese,Fluminense match (Event),false,false,false,true,false,false,"Featured snippet, People also ask, Top stories, Thumbnail, Video preview",2300,24,0.02,0,0,30,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-05 12:39:37
proximos jogos do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",3900,41,0.02,0,0,19,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-16 07:12:00
palmeiras joga hj,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",800,0,0.17,0,0,24,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-14 05:37:20
resultado internacional,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"Knowledge panel, People also ask, Video preview",2100,49,0.01,0,0,32,,https://www.papodebola.com.br/futebol/times/internacional,2026-06-15 00:23:51
quanto ta o jogo do vasco,BR,Brazil,Portuguese,Vasco da Gama (Organization),true,false,false,true,false,false,"People also ask, Video preview, Knowledge panel",500,45,0.02,0,0,28,,https://www.papodebola.com.br/futebol/times/vasco,2026-06-15 23:36:34
escalação botafogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Top stories, Image pack, Video preview, Knowledge panel",4300,8,0.02,0,0,16,,https://www.papodebola.com.br/futebol/times/botafogo/escalacao,2026-06-02 11:25:48
próximo jogo palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",2500,24,0.02,0,0,26,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-13 15:23:25
fluminense jogo,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",5800,56,0.23,0,0,29,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-08 02:54:43
jogo da chapecoense hoje,BR,Brazil,Portuguese,Chapecoense (Organization),true,false,false,true,false,false,"Top stories, Thumbnail, People also ask, Video preview",1200,27,0.58,0,0,27,,http://www.papodebola.com.br/futebol/times/chapecoense,2026-06-07 15:06:52
jogos libertadores hoje,BR,Brazil,Portuguese,CONMEBOL Libertadores (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",4800,44,0.02,0,0,29,,https://www.papodebola.com.br/futebol/libertadores,2026-06-11 23:08:07
jogos champions,BR,Brazil,Portuguese,UEFA Champions League (Event),true,false,false,true,false,false,"Knowledge panel, Video preview",1900,60,0.39,0,0,22,,https://www.papodebola.com.br/futebol/champions-league,2026-06-14 01:20:32
proximos jogos palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,Video preview,13000,24,0.02,0,0,19,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-15 05:38:42
proximo jogos do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",350,41,0.07,0,0,19,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-16 00:04:58
chapecoense hoje,BR,Brazil,Portuguese,Chapecoense (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Top stories, Video preview, Image pack",3700,25,0.14,0,0,40,,https://www.papodebola.com.br/futebol/times/chapecoense,2026-06-09 00:20:05
jogo de palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview, Image pack",2900,59,0.02,0,0,40,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-12 11:29:33
jogos do cruzeiro,BR,Brazil,Portuguese,Cruzeiro (Organization),true,false,false,true,false,false,"Knowledge panel, Video preview",24000,58,0.01,0,0,27,,https://www.papodebola.com.br/futebol/times/cruzeiro,2026-06-13 17:31:00
próximos jogos do palmeiras no brasileirão,BR,Brazil,Portuguese,"Palmeiras (Organization), Brasileirão (Event)",true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",2700,24,0.07,0,0,17,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-12 21:46:12
assistir o jogo do botafogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview, Bottom ads, Paid sitelinks",450,0,0.02,0,0,19,,https://www.papodebola.com.br/futebol/times/botafogo/onde-assistir,2026-06-04 01:43:56
cruzeiro jogos,BR,Brazil,Portuguese,Cruzeiro Esporte Clube (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview, Top stories, Thumbnail",12000,51,0.11,0,0,30,,https://www.papodebola.com.br/futebol/times/cruzeiro,2026-06-14 18:04:22
palmeiras proximos jogos,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",5700,48,0.02,0,0,17,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-14 22:49:46
jogos de hoje libertadores,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Image pack",4800,31,0.10,0,0,31,,https://www.papodebola.com.br/futebol/libertadores,2026-06-14 15:03:06
escalacao palmeiras hoje,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview, Knowledge panel",2600,39,0.24,0,0,17,,https://www.papodebola.com.br/futebol/times/palmeiras/escalacao,2026-06-13 11:18:36
botafogo jogo,BR,Brazil,Portuguese,Botafogo de Futebol e Regatas (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",9400,64,0.03,0,0,31,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-12 14:34:40
chapecoense x,BR,Brazil,Portuguese,Chapecoense (Organization),true,false,false,true,false,false,"Knowledge panel, Video preview, Image pack",11000,33,0.46,0,0,33,,https://www.papodebola.com.br/futebol/times/chapecoense,2026-06-14 14:44:34
hoje tem jogo do botafogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview",1600,58,0.03,0,0,27,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-14 16:57:19
escalação do botafogo para o jogo de hoje,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview",1000,26,0.01,0,0,11,,https://www.papodebola.com.br/futebol/times/botafogo/escalacao,2026-06-02 13:29:19
palmeiras próximos jogos,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",600,30,0.02,0,0,17,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-15 00:43:38
próximos jogos do botafogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview",3400,46,0.01,0,0,25,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-13 00:20:43
jogo do botafogo ao vivo hoje,BR,Brazil,Portuguese,Botafogo match (Event),false,false,false,true,false,false,"People also ask, Video preview",2400,37,0.01,0,0,36,,https://www.papodebola.com.br/futebol/times/botafogo/onde-assistir,2026-06-04 09:24:13
chapions,BR,Brazil,Portuguese,UEFA Champions League (Event),true,false,false,true,false,false,"Knowledge panel, People also ask, Top stories, Thumbnail, Video preview",1000,66,0.01,0,0,26,,https://www.papodebola.com.br/futebol/champions-league,2026-06-13 05:54:22
palmeiras hj,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"Top stories, Thumbnail, People also ask, Video preview",12000,72,0.18,0,0,29,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-14 17:49:44
libertadores jogos,BR,Brazil,Portuguese,CONMEBOL Libertadores (Event),true,false,false,true,false,false,"Knowledge panel, Video preview",4700,56,0.31,0,0,28,,https://www.papodebola.com.br/futebol/libertadores,2026-06-13 08:19:42
palmeiras calendario,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"Knowledge panel, Video preview, Image pack",1300,41,0.13,0,0,19,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-13 05:24:53
futebol americano nfl,BR,Brazil,Portuguese,NFL (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview, Knowledge panel, Image pack",250,27,0.06,0,0,23,,https://www.papodebola.com.br/futebol-americano,2026-06-07 07:42:46
hoje tem palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, People also ask, Image pack, Video preview",2400,38,0.02,0,0,35,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-14 18:01:41
futebol noticias,BR,Brazil,Portuguese,,false,false,false,true,false,false,Video preview,1000,65,0.01,0,0,34,,https://www.papodebola.com.br/noticias,2026-06-04 00:30:27
copa libertadores,BR,Brazil,Spanish,Copa Libertadores (Event),true,false,false,true,false,false,"Sitelinks, Knowledge panel, Top stories, Thumbnail, Video preview",299000,62,0.03,0,0,29,,https://www.papodebola.com.br/futebol/libertadores,2026-06-13 09:29:46
jogos cruzeiro,BR,Brazil,Portuguese,Cruzeiro (Organization),true,false,false,true,false,false,"Knowledge panel, Video preview",10000,0,0.03,0,0,28,,https://www.papodebola.com.br/futebol/times/cruzeiro,2026-06-12 20:14:56
classificação champions league,BR,Brazil,Portuguese,UEFA Champions League (Event),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",1100,53,0.38,0,0,23,,https://www.papodebola.com.br/futebol/champions-league,2026-06-14 06:15:54
resultados libertadores,BR,Brazil,Portuguese,CONMEBOL Libertadores (Event),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview, Image pack",1500,43,0.08,0,0,41,,https://www.papodebola.com.br/futebol/libertadores,2026-06-16 00:06:14
notícias de futebol,BR,Brazil,Portuguese,,false,false,false,true,false,false,"People also ask, Video preview, Image pack",700,78,0.03,0,0,38,,https://www.papodebola.com.br/noticias,2026-06-10 15:29:50
notícias do futebol brasileiro,BR,Brazil,Portuguese,,false,false,false,true,false,false,"People also ask, Video preview",800,85,0.01,0,0,48,,https://www.papodebola.com.br/noticias,2026-06-05 01:01:37
fluminense tabela,BR,Brazil,Portuguese,Fluminense Football Club (Organization),true,false,false,true,false,false,"People also ask, Video preview, Image pack, Knowledge panel",900,38,0.02,0,0,37,,https://www.papodebola.com.br/futebol/times/fluminense,2026-06-06 02:43:30
classificacao libertadores,BR,Brazil,Portuguese,CONMEBOL Libertadores (Event),true,false,false,true,false,false,"Knowledge panel, Video preview, Image pack",4800,34,0.51,0,0,29,,https://www.papodebola.com.br/futebol/libertadores,2026-06-14 01:39:16
palmeira hoje,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"Top stories, Thumbnail, People also ask, Video preview",1500,67,0.18,0,0,36,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-14 09:28:21
